voter_id,lat,lng,status
600057527,,,NO_MATCH
200017725,,,NO_MATCH
212143,,,NO_MATCH
347477,,,NO_MATCH
214680,,,NO_MATCH
368476,,,NO_MATCH
200306632,,,NO_MATCH
600049206,,,NO_MATCH
78075,,,NO_MATCH
359877,,,NO_MATCH
200308819,,,NO_MATCH
200289497,,,NO_MATCH
378263,,,NO_MATCH
600013394,,,NO_MATCH
350390,,,NO_MATCH
200078627,,,NO_MATCH
200260019,,,NO_MATCH
200309595,,,NO_MATCH
200148986,,,NO_MATCH
214697,,,NO_MATCH
9287,,,NO_MATCH
348796,,,NO_MATCH
200254037,,,NO_MATCH
216199,,,NO_MATCH
200116277,,,NO_MATCH
200313612,,,NO_MATCH
200165764,,,NO_MATCH
200241082,,,NO_MATCH
75267,,,NO_MATCH
126104,,,NO_MATCH
200187992,,,NO_MATCH
200295100,,,NO_MATCH
69381,,,NO_MATCH
200187991,,,NO_MATCH
200034266,,,NO_MATCH
600056676,,,NO_MATCH
68745,,,NO_MATCH
200177856,,,NO_MATCH
600064958,,,NO_MATCH
200087430,,,NO_MATCH
171907,,,NO_MATCH
600014386,,,NO_MATCH
200238251,,,NO_MATCH
200267466,,,NO_MATCH
200246784,,,NO_MATCH
200283015,,,NO_MATCH
200091245,,,NO_MATCH
200146450,,,NO_MATCH
210777,,,NO_MATCH
270737,,,NO_MATCH
200128717,,,NO_MATCH
200214719,,,NO_MATCH
200094615,,,NO_MATCH
200122178,,,NO_MATCH
200011794,,,NO_MATCH
200089145,,,NO_MATCH
200242070,,,NO_MATCH
200157044,,,NO_MATCH
600046822,,,NO_MATCH
600060328,,,NO_MATCH
600046818,,,NO_MATCH
357136,,,NO_MATCH
357135,,,NO_MATCH
200078376,,,NO_MATCH
200286457,,,NO_MATCH
362716,,,NO_MATCH
200094189,,,NO_MATCH
82380,,,NO_MATCH
200162194,,,NO_MATCH
358909,,,NO_MATCH
350503,,,NO_MATCH
272909,,,NO_MATCH
339013,,,NO_MATCH
200253659,,,NO_MATCH
600046017,,,NO_MATCH
200099983,,,NO_MATCH
600040275,,,NO_MATCH
200306711,,,NO_MATCH
200259871,,,NO_MATCH
200136113,,,NO_MATCH
200131104,,,NO_MATCH
200174835,,,NO_MATCH
268756,,,NO_MATCH
600056886,,,NO_MATCH
72478,,,NO_MATCH
264159,,,NO_MATCH
264158,,,NO_MATCH
200275339,,,NO_MATCH
200128731,,,NO_MATCH
200174399,,,NO_MATCH
200269690,,,NO_MATCH
358910,,,NO_MATCH
352138,,,NO_MATCH
200293638,,,NO_MATCH
200157147,,,NO_MATCH
600035395,,,NO_MATCH
200133611,,,NO_MATCH
260918,,,NO_MATCH
200098527,,,NO_MATCH
360679,,,NO_MATCH
200173979,,,NO_MATCH
200012183,,,NO_MATCH
200128728,,,NO_MATCH
200128841,,,NO_MATCH
347093,,,NO_MATCH
357715,,,NO_MATCH
353115,,,NO_MATCH
200293527,,,NO_MATCH
200062592,,,NO_MATCH
357165,,,NO_MATCH
200286442,,,NO_MATCH
344937,,,NO_MATCH
200295036,,,NO_MATCH
200279363,,,NO_MATCH
200060604,,,NO_MATCH
200285718,,,NO_MATCH
264530,,,NO_MATCH
200012203,,,NO_MATCH
200247440,,,NO_MATCH
600025768,,,NO_MATCH
200233550,,,NO_MATCH
200306224,,,NO_MATCH
73582,,,NO_MATCH
200248091,,,NO_MATCH
200199310,,,NO_MATCH
337962,,,NO_MATCH
337047,,,NO_MATCH
200186486,,,NO_MATCH
337160,,,NO_MATCH
337280,,,NO_MATCH
200094388,,,NO_MATCH
200110677,,,NO_MATCH
345695,,,NO_MATCH
265298,,,NO_MATCH
369720,,,NO_MATCH
354466,,,NO_MATCH
200275349,,,NO_MATCH
600025658,,,NO_MATCH
200128987,,,NO_MATCH
359125,,,NO_MATCH
200128860,,,NO_MATCH
200293114,,,NO_MATCH
200285177,,,NO_MATCH
200290761,,,NO_MATCH
354472,,,NO_MATCH
200093169,,,NO_MATCH
200078342,,,NO_MATCH
600015615,,,NO_MATCH
200059003,,,NO_MATCH
600050821,,,NO_MATCH
200233538,,,NO_MATCH
200290727,,,NO_MATCH
200075716,,,NO_MATCH
358716,,,NO_MATCH
600044504,,,NO_MATCH
359136,,,NO_MATCH
200285263,,,NO_MATCH
600051708,,,NO_MATCH
200286476,,,NO_MATCH
200220901,,,NO_MATCH
270869,,,NO_MATCH
200212606,,,NO_MATCH
200218250,,,NO_MATCH
200121450,,,NO_MATCH
200305288,,,NO_MATCH
73011,,,NO_MATCH
200027570,,,NO_MATCH
200104690,,,NO_MATCH
353160,,,NO_MATCH
200129972,,,NO_MATCH
357761,,,NO_MATCH
348937,,,NO_MATCH
200008956,,,NO_MATCH
342953,,,NO_MATCH
200040538,,,NO_MATCH
200261767,,,NO_MATCH
200167097,,,NO_MATCH
200146546,,,NO_MATCH
200195832,,,NO_MATCH
200290675,,,NO_MATCH
200129086,,,NO_MATCH
200301772,,,NO_MATCH
353295,,,NO_MATCH
200160971,,,NO_MATCH
200006125,,,NO_MATCH
200034151,,,NO_MATCH
345656,,,NO_MATCH
200270251,,,NO_MATCH
200192337,,,NO_MATCH
352088,,,NO_MATCH
600064536,,,NO_MATCH
200254348,,,NO_MATCH
200233862,,,NO_MATCH
200269945,,,NO_MATCH
600018761,,,NO_MATCH
350237,,,NO_MATCH
200279413,,,NO_MATCH
200308063,,,NO_MATCH
200274521,,,NO_MATCH
200195857,,,NO_MATCH
200279412,,,NO_MATCH
261722,,,NO_MATCH
200109938,,,NO_MATCH
200292947,,,NO_MATCH
200023045,,,NO_MATCH
200257061,,,NO_MATCH
361124,,,NO_MATCH
360397,,,NO_MATCH
200301437,,,NO_MATCH
200008523,,,NO_MATCH
200285622,,,NO_MATCH
600050017,,,NO_MATCH
200255337,,,NO_MATCH
200254364,,,NO_MATCH
200198699,,,NO_MATCH
347373,,,NO_MATCH
600056478,,,NO_MATCH
200079173,,,NO_MATCH
200233969,,,NO_MATCH
346280,,,NO_MATCH
200306454,,,NO_MATCH
335703,,,NO_MATCH
72088,,,NO_MATCH
339632,,,NO_MATCH
600067904,,,NO_MATCH
353632,,,NO_MATCH
200072420,,,NO_MATCH
200305926,,,NO_MATCH
200116903,,,NO_MATCH
55078,,,NO_MATCH
200220898,,,NO_MATCH
359743,,,NO_MATCH
200072544,,,NO_MATCH
200306458,,,NO_MATCH
200285631,,,NO_MATCH
337571,,,NO_MATCH
80490,,,NO_MATCH
336360,,,NO_MATCH
600026041,,,NO_MATCH
200198747,,,NO_MATCH
200280546,,,NO_MATCH
200306060,,,NO_MATCH
200279431,,,NO_MATCH
200279434,,,NO_MATCH
68831,,,NO_MATCH
200182956,,,NO_MATCH
200307159,,,NO_MATCH
200194380,,,NO_MATCH
200257402,,,NO_MATCH
335931,,,NO_MATCH
200255349,,,NO_MATCH
200157002,,,NO_MATCH
200286774,,,NO_MATCH
200301614,,,NO_MATCH
200290351,,,NO_MATCH
342342,,,NO_MATCH
75016,,,NO_MATCH
200126963,,,NO_MATCH
600006678,,,NO_MATCH
200194395,,,NO_MATCH
359643,,,NO_MATCH
200068471,,,NO_MATCH
600058067,,,NO_MATCH
200058795,,,NO_MATCH
200279579,,,NO_MATCH
339282,,,NO_MATCH
262852,,,NO_MATCH
200255363,,,NO_MATCH
200182977,,,NO_MATCH
200287166,,,NO_MATCH
236918,,,NO_MATCH
200290696,,,NO_MATCH
354082,,,NO_MATCH
200306408,,,NO_MATCH
200235430,,,NO_MATCH
200224307,,,NO_MATCH
360517,,,NO_MATCH
200255361,,,NO_MATCH
342442,,,NO_MATCH
200209023,,,NO_MATCH
360516,,,NO_MATCH
214446,,,NO_MATCH
342324,,,NO_MATCH
200090822,,,NO_MATCH
357916,,,NO_MATCH
200176649,,,NO_MATCH
200039950,,,NO_MATCH
200279564,,,NO_MATCH
153487,,,NO_MATCH
200279563,,,NO_MATCH
261631,,,NO_MATCH
261635,,,NO_MATCH
600055341,,,NO_MATCH
200259974,,,NO_MATCH
358567,,,NO_MATCH
79069,,,NO_MATCH
341349,,,NO_MATCH
200285792,,,NO_MATCH
200233361,,,NO_MATCH
69842,,,NO_MATCH
200273134,,,NO_MATCH
267685,,,NO_MATCH
72212,,,NO_MATCH
200253527,,,NO_MATCH
